artifact,exists,executable,verified,classification,notes
satellite/flight/export_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/export_to_onnx.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/flight_benchmark.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/flight_runtime.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/flight_telemetry_simulation.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/inference.c,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/misra_check_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/pinn_thermal.onnx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/radiation_hardened_ai.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/radiation_hardened_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/rtos_runtime_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/rtos_runtime_sim.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/rtos_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/software_assurance.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/surrogate.onnx,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/surrogate_mlp_inference.c,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/tmr_inference.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/traceability_matrix.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/flight/violations.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/investor_package.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/INVESTOR_PACKAGE_README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/market_sizing.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/pilot_program.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/pitch_deck.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/pricing.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/roadmap.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/investor/technical_pitch.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/landing/index.html,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/landing/styles.css,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/neural_ode_thermal.pth,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/pinn_thermal.pth,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/scaler_X.pkl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/scaler_y.pkl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/surrogate_metrics.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/surrogate_mlp.pth,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/surrogate_rf.pkl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/surrogate_rf_calibrated.pkl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/surrogate_xgb.pkl,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/telemetry.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/models/thermal_simulation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/ops/mission_operations.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/ops/mission_ops_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/ops/mission_ops_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/papers/thermal_digital_twin_paper.tex,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/patents/thermal_equations_candidates.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/platform/thermal_os.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/platform/thermal_os_architecture.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/platform/thermal_os_final_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/platform/thermal_os_simulation.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/ecss_traceability.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/gap_analysis.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/hazard_analysis.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/qualification_package.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/QUALIFICATION_PACKAGE_README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/software_assurance_summary.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/trl6_package.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/trl6_package.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/qualification/verification_matrix.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/radiation_qualification.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/radiation_qualification_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/seu_analysis.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/seu_rates.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/seu_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/seu_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/seu_vulnerability_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/radiation/tid_evolution.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_data.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_log.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_01.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_02.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_03.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_04.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_05.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_06.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_07.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_08.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_09.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_10.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_11.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/satellite/demo/demo_frames/frame_12.txt,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/streaming/README.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/streaming/realtime_streaming.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/structural/structural_analysis_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/structural/vibration_thermal_coupling.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/cad_benchmarks.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/complexity_analysis.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/destructive_testing_suite.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/metric_rebuild_suite.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/profiling_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/scalability_benchmarks.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tests/test_satellite_twin.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/aging_degradation_trends.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/aging_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/aging_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/autonomous_thermal_discovery.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/base_hil.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cad_3d_heatmap.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cad_optimization_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cad_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cad_thermal_importer.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cad_thermal_network.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cavity_radiation_comparison.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cavity_radiation_model.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cavity_radiation_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cavity_radiation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/cfd_validation_data.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/closed_loop_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/closed_loop_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/closed_loop_simulation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/closed_loop_thermal_control.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/constellation_modeler.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/constellation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/constellation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/constellation_simulation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/discovery_history.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/discovery_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/discover_thermal_equations.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ecss_compliance.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ecss_compliance_report.pdf,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ecss_margins_summary.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ecss_verification_matrix.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/experimental_validation.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/experiment_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fdir_engine.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fdir_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fdir_test_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fem_correlation.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fem_correlation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fem_correlation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/fem_correlation_scatter.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/generate_thermal_dataset.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/geometry_optimal_design.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/geometry_pareto_front.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/geometry_topology_optimizer.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hardware_in_the_loop.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_real_data.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_real_hardware.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_real_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_real_validation.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hil_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hpc_acceleration.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/hpc_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ingest_orbital_telemetry.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/ingest_real_thermal_data.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/material_aging.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/material_comparison_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/material_library.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/material_library.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/multi_node_thermal_network.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/observability_analysis.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/observability_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/observability_sensitivity.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/operational_validation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/optimal_design.json,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/optimize_radiator_design.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/orbital_environment.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/orbital_simulation_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/orbital_simulation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/orbital_thermal_simulator.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/pareto_front.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/pareto_front.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/real_data_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/scientific_benchmark.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiffness_benchmark.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiffness_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiff_benchmark_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiff_benchmark_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiff_benchmark_stability.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/stiff_solver_benchmark.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/test_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_dataset.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_dataset_test.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_equations.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_network_eclipse.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_network_high_load.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_network_nominal.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_server_model.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/thermal_validation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/train_surrogate_models.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/train_thermal_emulator.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/train_thermal_neural_ode.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/train_thermal_pinn.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/transient_power_dataset.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/transient_power_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/transient_power_profiles.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/transient_power_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/tvac_correlation_plots.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/tvac_correlation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/tvac_integration.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/tvac_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/uncertainty_distribution.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/uncertainty_engine.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/uncertainty_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/validate_thermal_model.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/satellite/thermal/test_plot.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/thermal/satellite/thermal/thermal_dataset_test.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/trl/DEMO_MISSION_PLAN.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/trl/INVESTOR_BRIEF.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/trl/QUALIFICATION_PACKAGE.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/trl/TRL_ASSESSMENT.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tvac/tvac_automation.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tvac/tvac_campaign_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/tvac/tvac_qualification_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/uq/full_orbit_montecarlo.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/uq/montecarlo_distributions.png,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/uq/montecarlo_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/uq/montecarlo_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/assimilation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/assimilation_results.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/fem_correlation_layer.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/fem_correlation_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/flight_heritage_compare.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/heritage_comparison.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/heritage_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/telemetry_assimilation.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/satellite/validation/heritage_comparison.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/satellite/validation/heritage_report.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/test_fixtures/ansys_mesh_output.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/test_fixtures/spacecraft_esatan.inp,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
satellite/validation/test_fixtures/spacecraft_sinda.dat,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
tests/test_components.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
tests/test_numerical.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
tests/test_physics.py,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/audit_history.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/benchmark_status.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/calibration_requirements.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/fake_claims.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/index.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/known_limitations.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/physics_audit_matrix.csv,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/reproducibility.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/reproducibility_scorecard.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/synthetic_vs_real.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/trl_assessment.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
verification/verified_claims_only.md,TRUE,FALSE,FALSE,REAL,Nominal flight/ground asset.
